uuid,"Fully specified name:en","Short name:en",Description:en,Void/Retire,"Data class","Data type","Complex data handler","Allow decimals",Units,"Normal high","Normal low",Members,Answers,_version:1,_order:1040
0a0a09ea-0805-40c2-bbde-1f89f8ba0693,"SW Client Relationship Guardian",Guardian,,TRUE,Misc,Coded,,,,,,,,,
cfe0149a-470d-4763-9bd6-a8e12c2b8994,"SW Client Relationship Friend",Friend,,TRUE,Misc,Coded,,,,,,,,,
de0a4611-65b1-4b84-9d6b-c1325bc0c152,"SW Client Relationship Teacher",Teacher,,TRUE,Misc,Coded,,,,,,,,,
ac153ad7-9e5a-45fd-99fe-c348bde3dd15,"Is Patient",,,,Misc,N/A,,,,,,,,,
8269a3a7-4ce7-4069-9260-bb69ca5cf399,"SW Client Relationship Other",Other,,TRUE,Misc,Coded,,,,,,,,,
8dd4e66b-a88b-4f41-9968-d892e910a26c,"SW Client Referred by","Referred by",,,Misc,Text,,,,,,,,,
eaf3f144-c023-45e7-a8ec-2567508fcba0,"SW Client Education",Education,,,Misc,Text,,,,,,,,,
7c3a07b3-2b0a-4777-881b-8b2fd34e5ead,"SW Client Economic Status","Economic Status",,,Misc,Text,,,,,,,,,
2ab461e6-7839-4132-ab04-f9a0177cdec0,"SW Client Family History","Family History",,,Misc,Text,,,,,,,,,
4414a872-c56c-4936-bb2b-b0d903eb4db2,Teasing,,,,Misc,Coded,,,,,,,,,
09ead36b-e77b-42c7-8bff-09ec1f66ee6c,"Poor Communication",,,,Misc,Coded,,,,,,,,,
f12ff453-511a-4f9e-97a3-50a9e518ed6d,"Isolation and Rejection",,,,Misc,Coded,,,,,,,,,
83640642-9044-41d6-8f49-41de1233f301,"Low Self Esteem",,,,Misc,Coded,,,,,,,,,
54975b91-1df1-4cdc-b2d8-fbb278ba503a,"Lack of Confidence",,,,Misc,Coded,,,,,,,,,
8868d60e-6506-4f2a-bdc0-726b4fd716ae,"Fear of Surgery",,,,Misc,Coded,,,,,,,,,
e44c42e2-82e0-4c52-b5e7-d45b86d8de93,"Disappointment re lip scar and speech",,,,Misc,Coded,,,,,,,,,
a8dedc1a-18ea-404d-a105-9bbf51d13dff,"Disappointment re learning",,,,Misc,Coded,,,,,,,,,
858704f0-446f-450d-90bd-96d8e91e5892,"Marital and Family relations",,,,Misc,Coded,,,,,,,,,
63720b8c-5d6f-4ed7-bd9b-1877f774876c,"SW Client Phone Number","Phone Number",,,Misc,Text,,,,,,,,,
e605da99-9809-4e9b-8e5b-2df35668a547,"SW Client Language",Language,,,Misc,Text,,,,,,,,,
aa148b8b-8607-4e26-8439-50032abc77d0,"SW Client City or Region","City or Region",,,Misc,Text,,,,,,,,,
92b08991-9261-47e3-ac7c-8fd333c41761,"SW Client Card Number","Card Number",,,Misc,Numeric,,,,,,,,,
2106e9f3-b71f-4f32-a837-77ad943ef709,"SW Assessment Recommendation",Recommendation,,,Misc,Text,,,,,,,,,
9cc91db1-d67c-4e87-bad0-f11bb754103e,"SW Assessment Comment",Comment,,,Misc,Text,,,,,,,,,
f63f77c5-ac85-43fd-bf8c-58098ea4c7c9,"Parental Adjustment",,,,Misc,N/A,,,,,,,,,
872f6950-abbf-493f-a0a9-4cff76a4c954,Pre-surgery,,,,Misc,N/A,,,,,,,,,
a59e84a0-94b1-414b-bffa-146837dd39c2,Post-surgery,,,,Misc,N/A,,,,,,,,,
3489cdf0-2dfe-4e12-9da5-9da8ee894241,Pre-school,,,,Misc,N/A,,,,,,,,,
cc82f6a6-7b3f-47cf-8a3a-636549f544b2,Teenage,,,,Misc,N/A,,,,,,,,,
17c6550f-fd56-47ae-bd30-c06785cf4050,Adult,,,,Misc,N/A,,,,,,,,,
1981a51f-7972-49f2-b669-9dca5a0a1e8d,"SW Intervention Comment",,,,Misc,Text,,,,,,,,,
ac766398-5e94-4479-8d87-03f91c84f239,"SW Recommendation for Next Treatment",,,,Misc,Text,,,,,,,,,
6a9b090a-0757-4a43-9d3a-81b7fb968826,"Velopharyngeal Insufficiency",,,,Misc,Coded,,,,,,,a2065636-5326-40f5-aed6-0cc2cca81ccc;b497171e-0410-4d8d-bbd4-7e1a8f8b504e;3b75cc72-924b-4d36-8891-95484287495e,,
ce7f77bb-4b72-4374-8a1c-c037d3691f9f,IntraOperative,,,,Misc,N/A,,,,,,,,,
20e2d3ae-ce2c-4b0f-a35e-608e46d4cf32,PostOperative,,,,Misc,N/A,,,,,,,,,
380377be-7d50-4875-a009-a6ce1ab39d6b,"If Antibiotics given PostOperative, number of days",,,,Misc,Numeric,,,,,,,,,
77322753-7c3e-4aa1-b78c-1a3acbfaf23c,"Complications, injury or mortality",,,,Misc,Coded,,,,,,,a2065636-5326-40f5-aed6-0cc2cca81ccc;b497171e-0410-4d8d-bbd4-7e1a8f8b504e,,
2b5b670b-8d5b-4857-9eb6-a70b9d521b95,"Surgery Type Comment",,,,Misc,Text,,,,,,,,,
829f8a7e-7e63-40ff-b308-a59cff4e6cef,"Recommended Surgery Followup",,,,Misc,Text,,,,,,,,,
f9a5f147-2728-4631-88c1-4f0bbe5a95da,"Afan Oromo",,,,Misc,N/A,,,,,,,,,
7e8e4bdb-902e-4d0f-8449-ec2ff60e6b54,"Somali (Language)",Somali,,,Misc,N/A,,,,,,,,,
154e799e-c959-4fa4-9848-c91f03b73419,Tigrinya,,,,Misc,N/A,,,,,,,,,
b465ce8d-9153-48a2-9baa-ea8dfe66d134,Sidamo,,,,Misc,N/A,,,,,,,,,
e66cd27c-e461-4c2b-a0c1-cf4f7c24f8a4,Wolaytta,,,,Misc,N/A,,,,,,,,,
8d5b0eec-3c4e-4f25-b3c0-cdcdf2e39ff5,Gurage,,,,Misc,N/A,,,,,,,,,
1d9d341c-e953-4f83-9fa4-d229eb4a812d,"Afar (Language)",,,,Misc,N/A,,,,,,,,,
60c88ef4-48dd-4ed0-b59f-65db5ec01597,Hadiyya,,,,Misc,N/A,,,,,,,,,
8d13e825-6f6c-44c5-a87a-f7b709dd09c6,Gamo,,,,Misc,N/A,,,,,,,,,
ac8e59b0-581d-4cf9-ac8f-211aeffcc60e,"Family Language Other",,,,Misc,N/A,,,,,,,,,
1b912ee6-fecc-4459-aff0-3d4d8e8dbad4,"0 - 7,000 ETB",,,,Misc,N/A,,,,,,,,,
67c9680a-bc15-44b0-8749-b98881e262c7,"7,000 - 20,000 ETB",,,,Misc,N/A,,,,,,,,,
7a3a7c48-ae73-4bc3-8322-023ed8785911,"20,000 - 30,000 ETB",,,,Misc,N/A,,,,,,,,,
4ea040cd-d154-4c11-9660-63dff655ba10,"30,000 - 50,000 ETB",,,,Misc,N/A,,,,,,,,,
3f1f20bb-9557-48db-b63b-f91cb4ae45c2,"50,000+ ETB",,,,Misc,N/A,,,,,,,,,
2c816587-e3ab-4824-ad32-fca0ee6a8df0,Djibouti,,,,Misc,N/A,,,,,,,,,
fc51667e-8372-414b-96dd-4525e05ac86f,Eritrea,,,,Misc,N/A,,,,,,,,,
89fc909d-0113-4b89-a96b-cf984bae7623,Sudan,,,,Misc,N/A,,,,,,,,,
7e3146cb-18cb-4884-bdae-0978f04ceb54,Uganda,,,,Misc,N/A,,,,,,,,,
e9a9ac01-5d39-441e-b19c-dd30acaa7fc6,"Country - Other",,,,Misc,N/A,,,,,,,,,
b619394c-2a02-4ef1-942a-7fe0e334a3f7,"Afar (State)",Afar,,,Misc,N/A,,,,,,,,,
1130c751-0ad0-4aad-9f04-4d34eeba567d,"Somali (Regional State)",Somali,,,Misc,N/A,,,,,,,,,
2e473e16-a829-4b3d-ba57-d9d06521ec0d,Benishangul,,,,Misc,N/A,,,,,,,,,
d47a7735-2dc2-44df-ae08-f404c44261cb,SNNP,,,,Misc,N/A,,,,,,,,,
4dc7766c-7cf9-4df9-aef5-53af485e4aa1,"Harari (Regional State)",Harari,,,Misc,N/A,,,,,,,,,
df863bca-9d3b-4a4d-ab22-3db495f7149a,Gambella,,,,Misc,N/A,,,,,,,,,
b5016231-57fb-4785-bb7a-3a275883bfad,"Addis Ababa City Administration","Addis Ababa City",,,Misc,N/A,,,,,,,,,
5f545c7c-cd53-453c-91e7-f5a949b90a01,"Dire Dawa City Administration","Dire Dawa City",,,Misc,N/A,,,,,,,,,
1eacc601-35f1-4c8d-b02c-30dc047c19d1,"Pierre Robin Sequence",,,,Misc,N/A,,,,,,,,,
f6561d2a-bbcd-44f7-8ec8-c92fa2839689,"Stickler Syndrome",,,,Misc,N/A,,,,,,,,,
bfa7bd4e-f7f8-43fe-bd21-ad09ce1b032c,"22q11 Deletion Sequence",,,,Misc,N/A,,,,,,,,,
8e61db0c-6add-4e2c-aed3-d3d5b3a8aeec,"Not old enough for school",,,,Misc,N/A,,,,,,,,,
ecd254ba-3575-46d9-b47f-c2788a501080,"Primary school-aged - not in school",,,,Misc,N/A,,,,,,,,,
63cb911b-b05b-40b2-88a0-65bb8111d3c0,"Attending primary school",,,,Misc,N/A,,,,,,,,,
4d3a167c-2561-4c06-bd0d-3b05fefebcb6,"Completed primary school",,,,Misc,N/A,,,,,,,,,
56aff52f-7da0-4bb2-9128-8619d5a29556,"Secondary school-aged - not in school",,,,Misc,N/A,,,,,,,,,
c58febff-ae55-4e85-9086-fb9a85b9913b,"Attending secondary school",,,,Misc,N/A,,,,,,,,,
fcb88e18-2e51-4bd1-a04c-e4205968f6fe,"Completed secondary school",,,,Misc,N/A,,,,,,,,,
e59b2732-004c-498a-88de-e6f1011727de,"Attending college or university",,,,Misc,N/A,,,,,,,,,
f81d7bdc-a701-477a-9c29-10aa148cfccd,"Completed college or university",,,,Misc,N/A,,,,,,,,,
0d57f750-e4e0-446c-be7f-116b36556660,"Cannot read or write",,,,Misc,N/A,,,,,,,,,
aa149bbc-4e67-46cc-b46d-2eb158a4f617,"Can read and write",,,,Misc,N/A,,,,,,,,,
bbca8e67-2e11-4f38-b262-dc7114a102b5,"Occupation of Parents",,,,Misc,Text,,,,,,,,,
0958ba58-d218-4cae-894b-2ab174ea9a2d,"Not married",,,,Misc,N/A,,,,,,,,,
8d4229b1-8573-44c8-8bae-cf7865665199,Consanguineous,,,,Misc,N/A,,,,,,,,,
eae02058-dccc-4f8f-9272-7170c005cd87,"Simonartz Band - Left",,,,Misc,Coded,,,,,,,c4596f8c-3f10-11e4-adec-0800271c1b75;c459ee22-3f10-11e4-adec-0800271c1b75,,
16f6d2da-9d14-44d9-9cd5-a49a248d455c,"Simonartz Band - Right",,,,Misc,Coded,,,,,,,c4596f8c-3f10-11e4-adec-0800271c1b75;c459ee22-3f10-11e4-adec-0800271c1b75,,
aad24ad9-8b95-454f-9ede-0bd5e6a2b458,"Nostril Floor - Left",,,,Misc,Coded,,,,,,,7ba0444e-2d5f-44a3-b356-3c61b91c9a33,,
b244dbb5-f1b6-475b-b793-755a3fb0f780,"Nostril Floor - Right",,,,Misc,Coded,,,,,,,7ba0444e-2d5f-44a3-b356-3c61b91c9a33,,
c4556ac8-4947-41c5-980c-f4c931f05ab9,Elective,,,,Misc,N/A,,,,,,,,,
839db16f-927d-4142-9ffc-4f383c714760,Emergency,,,,Misc,N/A,,,,,,,,,
f0cf74e5-6220-4f89-8228-b48b81328a2b,"Scheduled date of surgery",,,,Misc,Date,,,,,,,,,
19be2293-1301-48f6-b3c1-8a515ea5b470,"Scheduled time of surgery",,,,Misc,Text,,,,,,,,,
8011eb53-5036-4d93-922b-f0384f623bea,Station,,,,Misc,Text,,,,,,,,,
f07896fc-8bb2-4b74-837a-279dd2c60af3,"Preoperative diagnosis",,,,Misc,Text,,,,,,,,,
17923fee-a788-408a-96a4-77aa7c005f93,"Patient Name",,,,Misc,Text,,,,,,,,,
7ee400ba-43c7-434c-bf1a-2889d5b11784,"Patient Age",,,,Misc,Numeric,,,,,,,,,
e2b3b122-bf92-4990-b633-490f1d1da5af,"Patient Sex",,,,Misc,Text,,,,,,,,,
e69d4b5f-5b64-40a1-a362-ec9fa9a01018,Ward,,,,Misc,Numeric,,,,,,,,,
28025ec5-0383-4853-abce-4ab1125b4134,"Bed Number",,,,Misc,Numeric,,,,,,,,,
94f05982-8a50-467b-9bfe-9c26e8fc6838,Card,,,,Misc,Text,,,,,,,,,
1eb2fc12-18d1-4782-881f-53f7bbcbc0b9,Patient,,,,Misc,N/A,,,,,,,,,
6104c184-064d-423b-bc56-563ed1b8dfd1,"Present problem",,,,Misc,Text,,,,,,,,,
dde5ff9e-4d9d-4459-a114-a7e71ea1c051,Narcotics,,,,Misc,N/A,,,,,,,,,
9c96c1c1-377d-424f-ba0b-ba38052a6b68,Alcohol,,,,Misc,N/A,,,,,,,,,
55cb41e9-0eaa-4ce3-bf2e-5616861ef76c,"Yes - Uneventful",,,,Misc,N/A,,,,,,,,,
ba9fa541-d86d-4a6a-9115-e2f63aa8a8d0,"Yes - Eventful",,,,Misc,N/A,,,,,,,,,
79ba6560-dee7-42c0-a4d1-165b270161f6,Known,,,,Misc,N/A,,,,,,,,,
4c4fa47e-4095-4d69-8683-5f5c16511df6,Fainting,,,,Misc,N/A,,,,,,,,,
b0b6dab0-c872-4bd6-9a99-f526ccd0d571,"Sputum for Anesthesia form",Sputum,,,Misc,N/A,,,,,,,,,
73824ba9-f8c0-416d-bfeb-8e3e57af7184,Paresis,,,,Misc,N/A,,,,,,,,,
3795cdd4-4dd0-49a0-8000-ab17fef6d6ab,Epilepsy,,,,Misc,N/A,,,,,,,,,
d83c5448-7d84-4f62-acc9-d37364319f22,"Other CNS",,,,Misc,N/A,,,,,,,,,
da05216c-8f5d-48f2-a366-ec95c0c327da,"RUQ Pain",,,,Misc,N/A,,,,,,,,,
a111dd73-1bf5-41a4-aa07-64f4894a4f36,"Swelling, Distention",,,,Misc,N/A,,,,,,,,,
646af611-da78-457e-8bff-3bc9e4b4c2a7,Urgency,,,,Misc,N/A,,,,,,,,,
264df36b-f8c6-4e74-8e5c-cf9833953707,Frequency,,,,Misc,N/A,,,,,,,,,
8b862cb7-7a48-417d-b102-e354eb8a058d,Oliguria,,,,Misc,N/A,,,,,,,,,
354f6030-0cac-4831-878e-f10c4cdaff8a,"Polyuria color",,,,Misc,N/A,,,,,,,,,
11068af6-1306-4450-8aeb-34629c8159b6,"Other Notes on Systems",,,,Misc,Text,,,,,,,,,
cd1ce266-fb44-4710-b796-d7ddd1ddfdc4,"Well looking",,,,Misc,N/A,,,,,,,,,
be36a469-f581-4f41-a090-ac98ab948b9f,"Acutely Sick",,,,Misc,N/A,,,,,,,,,
a2aceeaf-1842-4f5c-aa21-558efbca3b59,"Sick looking",,,,Misc,N/A,,,,,,,,,
69952061-ed6b-4955-81d6-41fd7ddb508e,BP,,,,Misc,N/A,,,,,,,,,
2db6b1d7-c1e7-4376-9509-9a2564c4ec2b,"Maliampati 1",,,,Misc,N/A,,,,,,,,,
e90202e1-b669-43f7-9f2e-11fa0f176172,"Maliampati 2",,,,Misc,N/A,,,,,,,,,
39c0b616-7b56-49ea-9090-4bb35f4766b9,"Maliampati 3",,,,Misc,N/A,,,,,,,,,
78805489-0ab8-4c0f-8a53-c759076a6de5,"Maliampati 4",,,,Misc,N/A,,,,,,,,,
33d9f0e2-c60c-4e02-bb77-0e97e7074905,Denture,,,,Misc,N/A,,,,,,,,,
3d772d44-9c1b-4cf1-af1e-c978f0d27fbe,Bridge,,,,Misc,N/A,,,,,,,,,
dacc22e1-0496-4e42-a389-e47bf843a69e,Loose,,,,Misc,N/A,,,,,,,,,
8e39fb6f-3efc-4b73-aac4-a6cbc83cca0c,"Poor hygiene",,,,Misc,N/A,,,,,,,,,
17fe9884-eabc-475a-826d-2d76241af095,Gallop,,,,Misc,N/A,,,,,,,,,
fcf39e04-bee4-4d0d-b849-37c127962887,Murmur,,,,Misc,N/A,,,,,,,,,
21159ed9-1127-495e-8a81-7b7d45fab9c8,JVP,,,,Misc,N/A,,,,,,,,,
90cb68cc-d85c-452c-b008-4a91b656d150,"Displaced PML",,,,Misc,N/A,,,,,,,,,
8c3998e4-16b0-4cc4-b4ef-0aa5e80c1272,Dullness,,,,Misc,N/A,,,,,,,,,
c8f93bc1-bf36-4619-80f0-40a7d03c4cfa,Sound,,,,Misc,N/A,,,,,,,,,
f795b302-82be-4387-8f7b-09bc4f2d8403,"Temp change",,,,Misc,N/A,,,,,,,,,
0f2c44ad-cea6-4659-9561-4385bf5ff5fb,"Color change",,,,Misc,N/A,,,,,,,,,
0ba76d74-b000-412c-9762-8233479a47f5,"grossly normal",,,,Misc,N/A,,,,,,,,,
8f8301b3-59ac-4548-8263-45d1843b6f86,"Other notes on physical exam",,,,Misc,Text,,,,,,,,,
87276ca8-fefa-431a-a439-52f76b7934cb,"sepsis - anesthesia",Sepsis,,,Misc,N/A,,,,,,,,,
8d26e687-f8ee-475a-9734-acdc4aaf8c0e,"Infant less than 6 months",,,,Misc,N/A,,,,,,,,,
e3782d3a-910b-4b3c-a95c-6c56162b4969,DM,,,,Misc,N/A,,,,,,,,,
4805ad7e-20dd-47ed-aef4-f41e1a2c8579,CHF,,,,Misc,N/A,,,,,,,,,
4b9b0871-d3e5-4fdc-97fc-891317c90129,"Unstable AP",,,,Misc,N/A,,,,,,,,,
ca40985f-d1cd-44a9-82e0-031b7f3bfd77,Hypovolemia,,,,Misc,N/A,,,,,,,,,
b583e603-6376-472e-a75e-5b9da212fa30,Shock,,,,Misc,N/A,,,,,,,,,
e54f8c8f-de89-4654-bedb-7c02b3a71b03,COPD,,,,Misc,N/A,,,,,,,,,
d3f90a02-ffaf-4870-b212-941c5c3317ff,"Resp Insufficiency",,,,Misc,N/A,,,,,,,,,
35c90d48-25c3-4532-b0c6-3e391043d4f9,Polytrauma,,,,Misc,N/A,,,,,,,,,
8d625d1f-2fd1-4b21-974d-5da46bf48182,"ICU Patient",,,,Misc,N/A,,,,,,,,,
0975546c-68b7-4622-b48f-b46e31384bac,"Other special risk",,,,Misc,N/A,,,,,,,,,
dccadd0c-f89a-47e1-b189-fb4b0ef08367,broncodilators,,,,Misc,N/A,,,,,,,,,
00f2164b-2ad3-4728-b921-9bec8d3dc7bb,Corticosteroids,,,,Misc,N/A,,,,,,,,,
fbe8edc9-1264-468e-95a1-763412d36c9d,Hypoglycemic,,,,Misc,N/A,,,,,,,,,
42d29a80-4058-4de3-a02f-61fcc0d9a23b,PTU,,,,Misc,N/A,,,,,,,,,
497e4db3-6858-49c4-ae41-e86a602ae707,Antihypertensive,,,,Misc,N/A,,,,,,,,,
540facf6-3202-472b-b754-0e27d875a225,Ca-antagonist,,,,Misc,N/A,,,,,,,,,
0d7bc2ab-805e-4338-b3a3-57dd6fcbe838,Digitalis,,,,Misc,N/A,,,,,,,,,
9fbdf5ed-0b29-40bb-8a6e-ab727e615a76,B-Blocker,,,,Misc,N/A,,,,,,,,,
a8057807-d3d3-4cac-8f3f-4d53090dc472,Antiarrhythmic,,,,Misc,N/A,,,,,,,,,
efe05c51-05b7-4473-8a3e-2b27af42d506,Diuretics,,,,Misc,N/A,,,,,,,,,
08d23d25-c05d-43e2-bb13-5acc8049a0b7,Anticoagulant,,,,Misc,N/A,,,,,,,,,
61630a4a-6447-4aeb-9e76-e5eee10ab5d8,"Other current medications",,,,Misc,N/A,,,,,,,,,
f08fa630-9014-43da-93b6-b3aad65ba72e,"CBC - Anesthesia",,,,Misc,Text,,,,,,,,,
998d86cd-86c0-42a3-9666-848a4a94cc82,"ABO - RH",,,,Misc,Text,,,,,,,,,
838ce051-2ff8-4ab8-92de-d95f131521b6,"Urine - Anesthesia",,,,Misc,Text,,,,,,,,,
23f9fcf6-a0e8-4882-aeec-fb431bbdf786,BUN-creatinine,,,,Misc,Text,,,,,,,,,
842f822b-85ab-4b63-a655-8f8d730564af,LFT,,,,Misc,Text,,,,,,,,,
4045072f-d441-4986-a14f-c274415a1c5a,"Blood Glucose",,,,Misc,Text,,,,,,,,,
3661bc7e-17b9-45e2-a47c-29538071df47,ECG,,,,Misc,Text,,,,,,,,,
09fcb34a-62a2-40bc-9647-8835600c8dcf,CSR,,,,Misc,Text,,,,,,,,,
6c0e2086-fc1b-4454-b5d5-a8a3bcf0eda3,Na,,,,Misc,N/A,,,,,,,,,
acfeb020-673d-4edd-9401-fc68a39298e7,K,,,,Misc,N/A,,,,,,,,,
4c8c29fe-5456-421f-b083-78f806776d09,"CL - Electrolytes",,,,Misc,N/A,,,,,,,,,
b67c1f14-a0e6-4cd8-8bbe-ba2e0b5ff393,Electrolytes,,,,Misc,Text,,,,,,,,,
724102c1-e115-4d2b-aa70-25059bbc1744,"Other Lab",,,,Misc,Text,,,,,,,,,
c43ef0e5-d650-496f-a28e-ea5ed744627d,"Fit for Anesthesia",,,,Misc,N/A,,,,,,,,,
d51e3725-99da-4f13-abf7-89d17e3df368,"Unfit for Anesthesia",,,,Misc,N/A,,,,,,,,,
413a0881-eb9b-43dd-83f6-e620709505e7,"Anesthesia - RA",,,,Misc,N/A,,,,,,,,,
69fbd463-440c-4de7-834b-9f076548d1ec,"Anesthesia - MAC",,,,Misc,N/A,,,,,,,,,
a760ae3d-b7fd-4e09-bdf5-c7c0750628f6,"Anesthesia - Other",,,,Misc,N/A,,,,,,,,,
2f4836e5-9599-49f7-80b0-a3018b81affa,"NPO Orders",,,,Misc,Text,,,,,,,,,
937f9404-615a-4222-b2f4-0365ea1f7ceb,"ASA Class - 1",,,,Misc,N/A,,,,,,,,,
eb1742e1-40cb-4fce-be32-90ef9ee0340b,"ASA Class - 2",,,,Misc,N/A,,,,,,,,,
40884893-f10f-4224-9d6e-a7e05555a3bd,"ASA Class - 3",,,,Misc,N/A,,,,,,,,,
d1004ec1-9d8e-43d9-8d73-f11344b49fd1,"ASA Class - 4",,,,Misc,N/A,,,,,,,,,
077ae098-1896-47c5-8bb0-46ba7aa19010,"ASA Class - 5",,,,Misc,N/A,,,,,,,,,
775f7d35-dfab-4b1e-b43a-b0927037857b,"Name and signature",,,,Misc,Text,,,,,,,,,
6919f152-7268-4e90-84d6-f1522e835e30,"Cardiovascular Anomaly",,,,Misc,N/A,,,,,,,,,
953bd761-74b1-49f2-be12-79cd1c82f53a,"Limb Anomaly",,,,Misc,N/A,,,,,,,,,
764ad1e7-c916-4fe4-812a-8594965eb6b1,"Other Craniofacial Anomaly",,,,Misc,N/A,,,,,,,,,
4c2075ae-db8a-48a3-9fad-b4b1977aae61,"Multiple Malformations",,,,Misc,N/A,,,,,,,,,
906c7032-8083-4cb6-9965-0526c335b3da,Abiye,,,,Misc,N/A,,,,,,,,,
4525e44b-ba54-45d8-b12a-fb8716e74dfe,Mulatu,,,,Misc,N/A,,,,,,,,,
82bdf7a2-738d-477d-beaf-652f247c8ab5,Dilargachew,,,,Misc,N/A,,,,,,,,,
7f2a9865-b660-4d35-a87e-0fcf9239ea37,"Sr. Bethelihem",Bethi,,TRUE,Misc,N/A,,,,,,,,,
218759b6-b880-41a4-b968-a2ca09c7d2bd,Bezuwork,,,,Misc,N/A,,,,,,,,,
57eeaea5-6d9b-447b-adfc-128fae91d718,Biniam,,,,Misc,N/A,,,,,,,,,
b751c91d-fae0-4976-8a14-95d58e61cd65,Akalu,,,,Misc,N/A,,,,,,,,,
6e3c7879-73cf-436f-8d3d-010d31db5a31,Rahel,,,,Misc,N/A,,,,,,,,,
62c5a7d9-4031-4b3a-82a2-365a90567407,Almaz,,,,Misc,N/A,,,,,,,,,
dc9b5daa-97a4-4548-9f46-8d77ee47e5e3,Meskerem,,,,Misc,N/A,,,,,,,,,
ee5b5c10-3fd4-437e-97d2-03a0140b2603,Tsige,,,,Misc,N/A,,,,,,,,,
86e76313-333a-43a1-b6dc-a79243731b5a,Yeayine,,,TRUE,Misc,N/A,,,,,,,,,
aea5aa98-549e-4689-8f03-c7061bf4f9a0,Meseret,,,TRUE,Misc,N/A,,,,,,,,,
d4ebab41-608a-4ae4-9c5b-10229797db1d,Berhane,,,,Misc,N/A,,,,,,,,,
ab511087-f41c-4a1f-9a1a-32d97ab69408,Nebiat,,,TRUE,Misc,N/A,,,,,,,,,
be73f1b8-e3df-4977-8bb6-7bfc7e0221c1,Lina,,,TRUE,Misc,N/A,,,,,,,,,
ebd9e01d-d31b-4ff7-9084-351765bee382,"Project Leader",,,,Misc,N/A,,,,,,,,,
fbb6ace6-6b24-46ea-8b64-10a9bc71d276,Surgeon,,,,Misc,N/A,,,,,,,,,
f0102cde-5ce6-4806-a3fa-d177a5117c6c,Orthodontist,,,,Misc,N/A,,,,,,,,,
e4390e5c-c19a-4c0c-9f48-353f94207344,"Financial Manager",,,,Misc,N/A,,,,,,,,,
c3d77318-7e97-41b1-aaea-c352df923312,"Reporting Officer",,,,Misc,N/A,,,,,,,,,
166ef303-4048-4fe9-a85a-4e8c23236af8,"Assistant Speech Therapist",,,,Misc,N/A,,,,,,,,,
1602453e-9dbc-402c-addf-bd9f7d688ff2,"Nurse Coordinator",,,,Misc,N/A,,,,,,,,,
d3618252-25a3-4669-ae2e-fb78b70415dd,Cashier,,,,Misc,N/A,,,,,,,,,
0cd0c115-2a61-4118-9952-1da12ec9742c,"Ortho Technician",,,,Misc,N/A,,,,,,,,,
3c53c7a9-10eb-479b-885d-0a8fb4ffb4a4,"Oral Hygienist",,,,Misc,N/A,,,,,,,,,
410396ca-f6f2-4284-9432-54c37b6b09ed,"Data Encoder",,,,Misc,N/A,,,,,,,,,
98de7a96-f32e-44a9-a2bb-6e0996f4937f,Anesthesiologist,,,,Misc,N/A,,,,,,,,,
92f5a7f0-03ef-4fdd-ab47-a4f300dc1659,"ENT Assessment Recommendation",,,,Misc,Text,,,,,,,,,
ea63eefc-9568-41a9-8632-eb2e8987f9c4,"Surgery Assessment Recommendation",Recommendation,,,Misc,Text,,,,,,,,,
858ec39f-7ba1-4dc6-b030-d627d27dcc6d,"Surgery Assessment Comment",Comment,,,Misc,Text,,,,,,,,,
df6b44b7-1784-464f-9cd8-13d6a137d373,"Planned type of Surgery",,,,Misc,Text,,,,,,,,,
bbe6df7d-ce32-4839-a4ea-45a03b72de9d,"Speech Assessment Recommendation - Over 3yrs",,,,Misc,Text,,,,,,,,,
714620dd-984f-4898-bcda-feeaa9fb0519,"Speech Assessment Comment - Over 3yrs",,,,Misc,Text,,,,,,,,,
c62b1e35-6df1-41f4-b0d7-7c790e156802,"Teeth present",,,,Misc,Text,,,,,,,,,
7ca9c0c7-c232-4939-882f-db5848330741,"Permanent dentition",,,,Misc,Coded,,,,,,,,,
e74051e7-651a-428a-9d80-782b94aa61fa,Excellent,,,,Misc,N/A,,,,,,,,,
74a1fd8a-6946-4429-b203-1358fa752416,"Orthodontic diagnosis","Orthodontic diagnosis",,,Misc,Text,,,,,,,,,
0530c235-a690-4da8-ac1c-e7bf70132532,52,,,,Misc,N/A,,,,,,,,,
651abf36-8d95-4ef8-8889-3af096ed33d5,53,,,,Misc,N/A,,,,,,,,,
8dcd5818-d554-4ae1-be1c-fef501815728,54,,,,Misc,N/A,,,,,,,,,
b2a1119f-6299-4025-8599-9b6dcc6647eb,55,,,,Misc,N/A,,,,,,,,,
00605d2a-c9ce-4664-9f59-2ce30309678c,"Dental Assessment Recommendation",,,,Misc,Text,,,,,,,,,
518a6c38-f67b-48ad-ae41-4d40a62f2387,"Dental Assessment Comment",,,,Misc,Text,,,,,,,,,
13395dda-4f4a-4c7f-9078-58445fd05893,"Next Steps",,,,Misc,Text,,,,,,,,,
f468fd4b-e7bd-4199-9a82-cf490e99a0c8,"Next appointment",,,,Misc,Date,,,,,,,,,
5721120e-360b-4e28-bc77-adc056398140,"Undergoing Treatment",,,,Misc,N/A,,,,,,,,,
bd74cc0e-4ff9-479a-8960-11841d905963,"Treatment Interrupted",,,,Misc,N/A,,,,,,,,,
797f9789-5029-4713-a540-3987720b7fe8,"Speech Intervention Comment - 0 - 2yrs",,,,Misc,Text,,,,,,,,,
