uuid,Members,Answers,"Fully specified name:en","Short name:en",Description:en,"Data class","Data type","Allow decimals",Units,"Normal high","Normal low",_version:1,_order:1040
aab549cb-d772-419d-93c8-fcc2328a89a5,,,"Street address 1",,,Misc,Text,,,,,,
69b1c3e8-7ee5-4e38-a9e2-149a5dbb4522,,,"Street address 2",,,Misc,Text,,,,,,
8f8facf4-ba3a-428f-b7d2-ac79298ce241,,,"Home phone",,,Misc,Text,,,,,,
2f8297d2-4ca8-43a9-9b0d-ba2dfb394729,,,"Email 1",,,Misc,Text,,,,,,
a565278b-66d1-4499-bc11-2168223dba69,,,"Addis Ababa",,,Misc,N/A,,,,,,
99fc14fc-b385-4ba0-a16b-a15f45433c00,,,Harar,,,Misc,N/A,,,,,,
138be3b3-b316-4151-9fab-73ff6532c036,,,Gondar,,,Misc,N/A,,,,,,
88d9da85-fe55-49e1-be55-8495b35f5f01,,,"Oromia (Regional State)",Oromia,,Misc,N/A,,,,,,
47ce007e-f5ee-46f1-b1e3-4e93fa1a88fd,,,"Amhara (Regional State)",Amhara,,Misc,N/A,,,,,,
4cd298fd-ab8e-411b-a8e7-205e6b0b345b,,,"Tigray (Regional State)",Tigray,,Misc,N/A,,,,,,
2012327d-48be-410c-9911-30f91a88bf68,,,"Anterior Palate - Repaired",,,Misc,N/A,,,,,,
637ba2e6-333e-445e-859a-479454a8a161,,,"Anterior Palate - Not Repaired",,,Misc,N/A,,,,,,
12beedde-d8e9-4fbb-b8a7-77a74a83baa7,,,"Dissection - Subperiosteal",,,Misc,N/A,,,,,,
0bc6ca06-1694-421b-9da0-fa524f10f003,,,"Dissection - Supraperiosteal",,,Misc,N/A,,,,,,
57ff3498-885a-4ff0-84c6-09205c09886a,,,"Nasal Repair - Close",,,Misc,N/A,,,,,,
ee1b49dc-75a2-4159-8c6f-ba1a2554052f,,,"Nasal Repair - Open",,,Misc,N/A,,,,,,
4ab09743-9f86-453e-a704-90df94de5823,,,"Buccal Flap - Used",,,Misc,N/A,,,,,,
f64ccea7-b940-4d43-9694-63a88fe3e47a,,,"Buccal Flap - Not Used",,,Misc,N/A,,,,,,
59d04b5b-6238-418b-8e11-6916eb6802c5,,,"Postalveolar Fistula - Present - Repaired",,,Misc,N/A,,,,,,
8007bf1f-93fa-4ee5-af40-ef8e4f1a54d0,,,"Postalveolar Fistula - Present - Not Repaired",,,Misc,N/A,,,,,,
59274ee7-fa9b-4421-8682-7e8315b31080,,,"Postalveolar Fistula - Absent",,,Misc,N/A,,,,,,
01ba9878-3519-46a3-b8e4-95347fec10c3,,,"Open Tip",,,Misc,N/A,,,,,,
67d71d7d-1637-41aa-acbd-3c1a4fff53a8,,,"Close Tip",,,Misc,N/A,,,,,,
313ac48d-b3bf-4eb3-a46a-c24a68bdc850,,,Abbe,,,Misc,N/A,,,,,,
7d100f5d-7f15-4c94-a879-73887561c722,,,"Corrected - Scarring",,,Misc,N/A,,,,,,
a41577cd-52c6-4dd9-99fa-51576eab1e9b,,,"Corrected - No Scarring",,,Misc,N/A,,,,,,
fb434286-41c6-46c1-9ac4-0d76f91231d4,,,"Not Corrected",,,Misc,N/A,,,,,,
1340549c-ed05-401f-9c93-815fdc70d01a,,,Total,,,Misc,N/A,,,,,,
3267678e-c8a0-40c2-a565-ae6db2bff9fd,,,Rib,,,Misc,N/A,,,,,,
59d74a4b-13e6-4b24-aabd-a221489ac195,,,"Nasal Septum",,,Misc,N/A,,,,,,
c5a63f9f-673e-48ad-b445-c25f741f5d55,,,"Ear Cartilage",,,Misc,N/A,,,,,,
253c4d9e-e7d3-4508-9463-7a0e1e53cfb7,,,Silicon,,,Misc,N/A,,,,,,
a09789da-e1d9-4ef8-a4d3-8fb64741b6d2,,a2065636-5326-40f5-aed6-0cc2cca81ccc;b497171e-0410-4d8d-bbd4-7e1a8f8b504e,"Nasal Tip Graft","Nasal Tip Graft (Material)",,Misc,Coded,,,,,,
6fb3d430-aca0-492d-823d-81f7428d5423,,,"Date of Admission","Date of Admission (YYYY-MM-DD)",,Misc,Date,,,,,,
f78b3b65-accb-4b23-aa4f-b82b6bd22901,,,"Intervention Number",,,Misc,Numeric,,,,,,
db68bfa1-1981-403e-bc2c-bfaeef0d23a6,,,"Date of Surgery","Date of Surgery (YYYY-MM-DD)",,Misc,Date,,,,,,
91b34330-8e18-411b-9832-e5628b88b6f5,,,"Date of Discharge",,,Misc,Date,,,,,,
604e19b8-1ad7-4f31-a883-7c0f2eb8eeaf,,,Shiferaw,,,Misc,N/A,,,,,,
99fde3b1-d8f1-48ea-b01d-d29c6bde7773,,,Fikre,,,Misc,N/A,,,,,,
66345cad-2b07-4f60-939f-6bf2b41e35cf,,,Girma,,,Misc,N/A,,,,,,
2e33b588-65de-4165-b8aa-7b772c9a3bfb,,,"Dr. Lena",,,Misc,N/A,,,,,,
44faeb89-3dae-4635-bd5b-6270d2a543f6,,,"Anesthesia - General",General,,Misc,N/A,,,,,,
3c9cfb37-1846-4b9c-a66b-93d9a7add1aa,,,"Anesthesia - Regional",Regional,,Misc,N/A,,,,,,
889724cc-77e1-4213-a886-900aeaafa763,,,"Anesthesia - Sedation",Sedation,,Misc,N/A,,,,,,
b02265c6-f235-42bb-a3b6-53312fedacd0,,,"Anesthesia - Local",Local,,Misc,N/A,,,,,,
161e61e9-f8f2-4942-beeb-41afd131e84b,,,"Speech Therapist",,,Misc,N/A,,,,,,
19fb9b1c-1e6f-4b37-9190-3c41865b4ef6,,,"Other craniofacial deformities 2","Other Craniofacial Deformities",,Misc,Text,,,,,,
a33a564c-7489-4358-b3e4-92271bf20a5a,,,"Medication Allergies 2","Medication Allergies",,Misc,Text,,,,,,
b9360757-003b-4d69-8a16-9e64137358d8,,,"Other Allergies 2","Other Allergies",,Misc,Text,,,,,,
95d813a3-8c3d-4b84-ac6a-e33737b99a16,,,"Other Health Issues 2","Other Health Issues",,Misc,Text,,,,,,
4b50b004-9767-4f19-859f-aadc5b50cfe1,,,"First Name",,,Misc,Text,,,,,,
9f769af2-939b-4486-a396-af8e27641a8a,,,"Second Name",,,Misc,Text,,,,,,
f82a89da-94b3-4d56-958f-d33d57eee6ee,,,"Third Name",,,Misc,Text,,,,,,
0f1738bc-b90d-4cc1-92be-cef701c3eece,,,"Mobile Phone",,,Misc,Text,,,,,,
58e67352-fc04-49ac-87b5-f2a7fbe17e8c,,,Ethiopia,,,Misc,N/A,,,,,,
f0d6fe04-95e7-45f5-8a1c-32f4c5fb95ee,,,Kenya,,,Misc,N/A,,,,,,
08108385-c598-411c-a616-dd8a2906c34f,,,"Somalia (Country)",Somalia,,Misc,N/A,,,,,,
98e4d47a-3603-41de-a1be-7ad3705c615a,,,English,,,Misc,N/A,,,,,,
7028ef3f-9dd5-441e-a918-84c39121f4c2,,,"Amharic (Language)",Amharic,,Misc,N/A,,,,,,
72c046ed-938d-4257-adbc-a21b116b185a,,,Arabic,,,Misc,N/A,,,,,,
c22b1627-7d92-4994-850a-34f4b0a22fb3,,,"Transforming Faces",,,Misc,N/A,,,,,,
db17c0db-7c74-4a5e-a4c7-1a40757fcf9c,,,Smile,,,Misc,N/A,,,,,,
e5a9914d-b4ca-4293-9bf6-8a4247c31a52,,,Free,,,Misc,N/A,,,,,,
a7c6db15-8201-4300-aaee-747e8cc80f27,,,"Referred From",,,Misc,Text,,,,,,
6ffbb1f7-16fa-4a84-b560-198f88855a21,,a2065636-5326-40f5-aed6-0cc2cca81ccc;b497171e-0410-4d8d-bbd4-7e1a8f8b504e,"Consanguious Marriage Degree",,,Misc,Coded,,,,,,
85741c46-0e6c-4b01-a8ec-4d33801f33e5,,,"Length of Pregnancy",,,Misc,Numeric,,,,,,
35d656ce-7e28-44c3-b6ef-030f86084942,,a2065636-5326-40f5-aed6-0cc2cca81ccc;b497171e-0410-4d8d-bbd4-7e1a8f8b504e;3b75cc72-924b-4d36-8891-95484287495e,"Were there complications during pregnancy?",,,Misc,Coded,,,,,,
a5fb2f37-3554-4d60-bc19-cc2b2e6acb2a,,a2065636-5326-40f5-aed6-0cc2cca81ccc;b497171e-0410-4d8d-bbd4-7e1a8f8b504e;3b75cc72-924b-4d36-8891-95484287495e,"Did Mother smoke during Pregnancy?",,,Misc,Coded,,,,,,
171d7ab6-6efc-4be4-af55-4b76a72a47ea,,a2065636-5326-40f5-aed6-0cc2cca81ccc;b497171e-0410-4d8d-bbd4-7e1a8f8b504e;3b75cc72-924b-4d36-8891-95484287495e,"Where there complications during birth?",,,Misc,Coded,,,,,,
14cf266f-ba9d-4fc3-bc4a-346fd7ec5460,,3b75cc72-924b-4d36-8891-95484287495e;a2065636-5326-40f5-aed6-0cc2cca81ccc;b497171e-0410-4d8d-bbd4-7e1a8f8b504e,"Did mother drink alcohol during pregnancy?",,,Misc,Coded,,,,,,
f114b40f-51ed-4c75-bac9-4463aa65ad92,,,"Abortion - number of",,,Misc,Numeric,,,,,,
73ca0079-79a5-4655-96d4-9eb736d8549a,,a2065636-5326-40f5-aed6-0cc2cca81ccc;b497171e-0410-4d8d-bbd4-7e1a8f8b504e;3b75cc72-924b-4d36-8891-95484287495e,"Did mother have prior abortion?",,,Misc,Coded,,,,,,
4ed597a6-6cfd-41d7-841e-4f9750365eed,,,"Reason for abortion",,,Misc,Text,,,,,,
cc79d9d9-1a2b-4efc-a5ea-602ce00467a9,,,TestConcept,TestConcept,,Misc,N/A,,,,,,
72494582-1d8c-457b-ab8c-dc78a92ba5be,,,"Delivery Instrumental","Delivery Instrumental",,Misc,N/A,,,,,,
b1f7ebab-0ac8-4427-8068-324b276e2e93,,a2065636-5326-40f5-aed6-0cc2cca81ccc;b497171e-0410-4d8d-bbd4-7e1a8f8b504e,"Prolonged labour","Prolonged labour",,Misc,Coded,,,,,,
1292de2b-efee-4965-bae2-7ee719d08ee0,,,Collapsed,,,Misc,N/A,,,,,,
ff99be1c-c46c-461a-97bd-35f6e0ec2cc4,,,Non-Collapsed,,,Misc,N/A,,,,,,
ca289064-d140-43ef-ac90-55f1d6096f08,,,Wide,,,Misc,N/A,,,,,,
28262180-723f-4b19-a30c-2988ea9fa38b,,,Syndrome,,,Misc,Text,,,,,,
6c1acca8-9150-4360-a9f6-28c4fad45e38,,,Satisfactory,,,Misc,N/A,,,,,,
5f6a4b67-95e2-46df-99e6-385a5721a776,,,Unsatisfactory,,,Misc,N/A,,,,,,
51331f4b-a076-4785-bcd8-a6113b566a0c,,,CL,,,Diagnosis,N/A,,,,,,
6df39593-f9bc-4827-945c-3e2e6c4f45a6,,,CP,,,Misc,N/A,,,,,,
2b5a6c8f-680a-4d61-8504-298a789eb2e3,,,CLP,CLP,,Misc,N/A,,,,,,
e3dc8b95-2822-4b2f-b10e-88c501a718de,,,"Cleft Treatment Plan","Treatment Plan",,Misc,Text,,,,,,
da060c33-0cb8-4d47-b2e3-bdc4b9613ee5,,,"Nutrition Service",,,Misc,N/A,,,,,,
8decc86f-39e0-46aa-a3b0-2a464cab994a,,,"Social Work Service",,,Misc,N/A,,,,,,
8bae63c9-0afb-4b0b-9fc5-c2fa89ee1469,,,"Speech and Language Service","Speech Therapy Service",,Misc,N/A,,,,,,
402cb5c2-3fe1-4ed0-821c-285b20b37e10,,,"Dental Service",Dental,,Misc,N/A,,,,,,
eefd44dd-9ee4-4eac-ab59-2ac6ada7f530,,,"Orthodontics Service",Orthodontics,,Misc,N/A,,,,,,
7a6c377f-7ba0-41cc-a25d-180f710c1820,,,"ENT Service",ENT,,Misc,N/A,,,,,,
be4a7cec-524d-43a6-9152-864212822407,,,"Surgery Service",Surgery,,Misc,N/A,,,,,,
21fefc2b-fad3-4c5a-b98b-d58a9ae792b9,,,"Other Service","Other (Specify)",,Misc,Text,,,,,,
dc3fba4d-5122-4dd4-8e27-902f70313ef1,,,Yes.,,,Misc,N/A,,,,,,
24cde46c-ddd5-44a7-8f20-efc3469f7132,,,No.,,,Misc,N/A,,,,,,
e6e363cc-001e-4a93-b99e-1dbd82492e96,,a2065636-5326-40f5-aed6-0cc2cca81ccc;b497171e-0410-4d8d-bbd4-7e1a8f8b504e,"Translator Required","Is Translator Required?",,Misc,Coded,,,,,,
8168c1e2-3960-487b-b03f-3c3d2d32d443,,,"Distance from Clinic","Distance from home in km",,Misc,Numeric,,,,,,
ff1b27e3-1271-4847-a555-255ce75aaad5,,,"Afar (Ethnicity)",Afar,,Misc,N/A,,,,,,
dba18e94-4b7f-4cce-9375-24a1ed835f60,,,"Amhara (Ethnicity)",Amhara,,Misc,N/A,,,,,,
724b992e-fdbc-4cb1-ba20-f479ee6d66f7,,,"Oromo (Ethnicity)",Oromo,,Misc,N/A,,,,,,
1df6bece-af55-433d-8d5b-f10abc9e37cc,,,"Tigrayan (Ethnicity)",Tigrayan,,Misc,N/A,,,,,,
6f5afe21-9f4a-4246-809a-986f19b54c9d,,,"Asian (Ethnicity)",Asian,,Misc,N/A,,,,,,
5f9d4ce5-dee7-4881-97e7-9937deef5a8d,,,"Caucasian (Ethnicity)",Caucasian,,Misc,N/A,,,,,,
2a24beac-65a5-470c-a583-758ef9c06ddf,,,"African (Ethnicity)",African,,Misc,N/A,,,,,,
5831d9ca-9026-4b45-a447-f9b8fa5e9fea,,,USD,,,Misc,N/A,,,,,,
cba17af7-c0b5-4c49-b037-bf3875e6efed,,,Birr,,,Misc,N/A,,,,,,
fd06deb7-898a-4c11-8919-40a842d605b3,,,"Friends or Relatives",,,Misc,N/A,,,,,,
e2176f9c-417a-4c01-90ad-d2326fa66eb7,,,Rotary,,,Misc,N/A,,,,,,
0ead807c-3429-433e-b01e-4c15312f94a9,,,Internet,,,Misc,N/A,,,,,,
40794f5e-169a-444f-a01e-e999e8d685a0,,,"Hospital or Physician",,,Misc,N/A,,,,,,
597ab40d-794f-4e3e-868a-36a5e52e23c1,,,"PHC Center",,,Misc,N/A,,,,,,
7f382ddb-4e5d-47be-8af9-6041a42f136d,,,"Newspaper or TV",,,Misc,N/A,,,,,,
9c81a11a-bfe8-43fd-b5ce-b620f537b6d7,,,"Charity Organization",,,Misc,N/A,,,,,,
12319222-59bd-47c4-8d1f-3981c5c7910d,,,"Partner or Organization","Name of Partner or Organization",,Misc,Text,,,,,,
ee589fe7-90a0-4f79-b028-2ceef74dec7c,,,Hospital,"Name of Hospital",,Misc,Text,,,,,,
15c72ca0-ff21-444b-9a2c-3e96f23eef62,,,"Country of original referral to cleft clinic",,,Misc,Text,,,,,,
ae35693a-3790-42cd-a006-ace7d17756a9,,,"Vitamin A",,,Misc,N/A,,,,,,
bf33c0bb-049b-46bc-9688-56dea7f62427,,,"Vitamin D",,,Misc,N/A,,,,,,
4661e299-9dfb-4b28-9012-d515c26fd4a2,,,Zinc,,,Misc,N/A,,,,,,
e4bed080-6a37-4b8a-8bae-99c9b7126793,,,"Not Signed",,,Misc,N/A,,,,,,
8c41ea25-a3d0-410f-b987-e879f597d2ac,,a2065636-5326-40f5-aed6-0cc2cca81ccc;b497171e-0410-4d8d-bbd4-7e1a8f8b504e,"English Spoken",,,Misc,Coded,,,,,,
1de0aed5-f753-4e5f-8a5b-adf3e571e434,,,"Will join in activities with peers",,,Misc,N/A,,,,,,
ac6d96f1-e8b9-4697-bc2d-46cc7b8a602d,,,"Can be understood by teachers",,,Misc,N/A,,,,,,
c2b22b58-c51d-4c2e-b17a-b0fb9a659b3b,,,"Can be understood by family and friends",,,Misc,N/A,,,,,,
baf77e5d-fcbd-4674-8918-ecaf90e09f43,,,"Can be understood by unfamiliar listeners",,,Misc,N/A,,,,,,
0082b53e-eea4-49ba-9872-5f0195cc94b1,,,"Is able to attend school",,,Misc,N/A,,,,,,
bbd2f328-b84d-4549-93b9-55cbaf8ed0d0,,,"Is able to graduate from school",,,Misc,N/A,,,,,,
5ec5eb0f-1638-41fd-8033-8a005cca94d1,,,"Is able to make friends",,,Misc,N/A,,,,,,
310e0a79-50dd-4c45-ada2-175a2ff2b38a,,,"Is able to find and keep a job",,,Misc,N/A,,,,,,
c0f6e2e5-080b-45fc-90d7-771c1b9519f5,,,"Is able to breast-feed or bottle-feed",,,Misc,N/A,,,,,,
05c9eadc-123f-4b97-9911-0d9ced552fee,,,"Is able to chew food and swallow",,,Misc,N/A,,,,,,
653196f2-0f83-4feb-9600-bebc9459682f,,,"Will join in conversation with peers",,,Misc,N/A,,,,,,
2470ce0a-64f5-4533-b973-e49223bf8d4e,,,"Goals met","Goal met?",,Misc,Boolean,,,,,,
656c9671-bb29-4afb-b335-ed555d022723,,,"In Progress",,,Misc,N/A,,,,,,
22e3fd57-3b7e-49e4-b3b9-ec26e89c6ae6,,,"Is in Treatment",,,Misc,Date,,,,,,
88cde1fe-cc32-467b-919a-687f559ad5eb,,,"Is Paused",,,Misc,Date,,,,,,
854b7a7f-3ff9-4b86-a5bf-6f9a0a6c6c23,,,"Is Closed - Discharge",,,Misc,Date,,,,,,
5b36b353-09b4-4505-a95a-8ae0ebf4ba5a,,,"Is Closed - Lost Contact",,,Misc,Date,,,,,,
96ffbd14-f548-4c79-8493-b2757de0e2b6,,,"Is Reopened",,,Misc,Date,,,,,,
ddae34ea-6a9b-48bc-a93a-b33cd62ba103,,,"Is Pending 1-year Followup",,,Misc,Date,,,,,,
3fbbf3fc-8c9c-48ba-83aa-34c5d1f45cf3,,,"Is Pending 2-year Followup",,,Misc,Date,,,,,,
1cfba119-d2d7-4dab-b309-f0c5d27e28a5,,,"Is Pending 3-year Followup",,,Misc,Date,,,,,,
93f19d9e-167a-449d-87f4-91f3071c7c22,,,"Refer to Nutrition and Feeding Service",,,Misc,Boolean,,,,,,
95a446d2-e5f3-4ffc-8d85-1a52605041de,,,"Refer to Social Work Service",,,Misc,Boolean,,,,,,
8b13fd07-44d0-406b-ac03-dd8959256dff,,,"Refer to Speech Therapy Service 2yrs and up",,,Misc,Boolean,,,,,,
741826db-c070-4531-a3c4-fcdc35996a34,,a2065636-5326-40f5-aed6-0cc2cca81ccc;b497171e-0410-4d8d-bbd4-7e1a8f8b504e,"Refer to ENT Service",,,Misc,Coded,,,,,,
ca04f828-aef6-4206-bcde-d7822c9d62de,,,"Refer to Dental and Orthodontics Service",,,Misc,Boolean,,,,,,
552c0c74-d9d0-497b-9932-b73305be3a0f,,a2065636-5326-40f5-aed6-0cc2cca81ccc;b497171e-0410-4d8d-bbd4-7e1a8f8b504e,"Refer to Surgery Service",,,Misc,Coded,,,,,,
ae64cde1-a4c3-4747-b688-695d3ce087ef,,,"Refer to Other Service","Refer to Other Service (Specify in Comments)",,Misc,Boolean,,,,,,
58492f84-72b5-4064-a5ca-1ebf835ba154,,a2065636-5326-40f5-aed6-0cc2cca81ccc;b497171e-0410-4d8d-bbd4-7e1a8f8b504e,"Refer to Monthly Clinic Team Meeting",,,Misc,Coded,,,,,,
4c6d7d54-80ef-4aa2-afe8-e5561b6fdb40,,,"Nutrition - recommended number of sessions",,,Misc,Numeric,,,,,,
e46fc6b4-746b-41e0-bc66-7e7a51b3b8d4,,,"Feeding - recommended number of sessions",,,Misc,Numeric,,,,,,
a9d64caf-572a-4770-9df8-4123ece39205,,,"Social Work - Patient - recommended number of sessions",,,Misc,Numeric,,,,,,
e64c25f0-4c4f-4f1c-8d8a-3b4f369ca51c,,,"Social Work - Other Client - recommended number of sessions",,,Misc,Numeric,,,,,,
92d6fac4-b2fc-44c9-99ff-5ad7a3b047fe,,,"Speech Therapy 0 to 2yrs - recommended number of sessions",,,Misc,Numeric,,,,,,
3d817215-f3b6-4710-9418-aecbb06c676d,,,"Speech Therapy 2yrs and up - recommended number of sessions",,,Misc,Numeric,,,,,,
5dabae8b-3a03-4141-aceb-5ec8c75fa5a2,,,"ENT Treatment",,,Misc,Text,,,,,,
04ed9dff-45cc-46a4-87e7-ba62b095a6e1,,,"Dental treatment",,,Misc,Text,,,,,,
0464b1c3-a9b7-4f89-a697-84cc9794849a,,,"Orthodontics treatment",,,Misc,Text,,,,,,
54ac2840-4a51-45e6-b11b-524c52171294,,,"Surgery treatment",,,Misc,Text,,,,,,
dac47ccb-44b7-44c1-b8e1-0ee94765c291,,,"Nutrition Followup Recommended",,,Misc,Boolean,,,,,,
042b035a-ac8f-4faf-b9fa-a6758a60f619,,,"Nutrition followup date",,,Misc,Date,,,,,,
1ccbb9b9-3b33-4730-bd38-f07b5ab456c6,,,"Cleft - Lip - Left - Complete",,,Diagnosis,N/A,,,,,,
1a07d04f-bb58-4698-8350-197ad7453580,,,"Cleft - Lip - Left - Incomplete",,,Diagnosis,N/A,,,,,,
b98d4929-f7cb-4934-8c80-51fb9c084ae9,,,"Cleft - Lip - Left - Submucous",,,Diagnosis,N/A,,,,,,
b3741ce7-e057-44c6-a6b0-fcf47bf8cb86,,,"Cleft - Lip - Right - Complete",,,Diagnosis,N/A,,,,,,
1ff98605-ab8c-4eac-a771-7d5f8a17a9f9,,,"Cleft - Lip - Right - Incomplete",,,Diagnosis,N/A,,,,,,
7a953bb3-6a9d-4e8f-bd47-46ae3cb17366,,,"Cleft - Lip - Right - Submucous",,,Diagnosis,N/A,,,,,,
c89f7eb9-c0f5-48b2-a681-fa7dd3fcd5ca,,,"Cleft - Alvelous - Left - Complete",,,Diagnosis,N/A,,,,,,
194088b4-bb2e-462c-9da8-fb55859108a5,,,"Cleft - Alvelous - Left - Incomplete",,,Diagnosis,N/A,,,,,,
eeeae4f7-6421-40a4-9606-f55572179d2e,,,"Cleft - Alvelous - Right - Complete",,,Diagnosis,N/A,,,,,,
c0b7fce7-2187-41ae-8798-f52f4a96ee2f,,,"Cleft - Alvelous - Right - Incomplete",,,Diagnosis,N/A,,,,,,
ba9fb117-ba21-4d7a-851e-96e14ee49f60,,,"Cleft - Hard Palate - Left - Complete",,,Diagnosis,N/A,,,,,,
8face569-1879-41b1-bfb2-382ddb959221,,,"Cleft - Hard Palate - Left - Incomplete",,,Diagnosis,N/A,,,,,,
f883c1b7-986a-47b4-80d5-96e495703273,,,"Cleft - Hard Palate - Left - Submucous",,,Diagnosis,N/A,,,,,,
e56099c1-5be6-417f-9ed6-6fa20864fb6c,,,"Cleft - Hard Palate - Right - Complete",,,Diagnosis,N/A,,,,,,
12d52133-2bc1-45ba-b578-c064758dc07d,,,"Cleft - Hard Palate - Right - Incomplete",,,Diagnosis,N/A,,,,,,
93e68afd-61a8-404c-903e-87683e298adf,,,"Cleft - Hard Palate - Right - Submucous",,,Diagnosis,N/A,,,,,,
cded2a30-9d11-4a45-9576-6b95f163fbdc,,,"Cleft - Soft Palate - Left - Complete",,,Diagnosis,N/A,,,,,,
baa9baf1-ae22-4fc7-839c-55c2412d47be,,,"Cleft - Soft Palate - Left - Incomplete",,,Diagnosis,N/A,,,,,,
c2b9ac7b-6e56-48f7-8cf4-51199b073d5a,,,"Cleft - Soft Palate - Left - Submucous",,,Diagnosis,N/A,,,,,,
afc80224-b4a7-43a3-8689-cee9ba53018c,,,"Cleft - Soft Palate - Right - Complete",,,Diagnosis,N/A,,,,,,
03d8a9d2-466c-464c-b64e-fc7fc68ea72a,,,"Cleft - Soft Palate - Right - Incomplete",,,Diagnosis,N/A,,,,,,
cafd32d2-4908-4b3e-a463-35f02aa02a29,,,"Cleft - Soft Palate - Right - Submucous",,,Diagnosis,N/A,,,,,,
583925d1-28f9-4778-a11f-e8afbb440a82,,,"Patient Goals Comment",,,Misc,Text,,,,,,
a479e26c-6ab6-49f9-b316-4829d1ed1f78,,,"Patient Case Status Comment",,,Misc,Text,,,,,,
bd13a2d5-c7d9-4147-87ae-e7a4ae0b42f7,,,"Treatment Plan Referrals Comment",,,Misc,Text,,,,,,
a3d56ae4-f8b6-49af-8263-ee181ed2f803,,,"Nutrition Treatment Status Comment",,,Misc,Text,,,,,,
08a1c716-2821-4a58-8e9c-e7a489881f01,,,"Feeding followup date",,,Misc,Date,,,,,,
0091b067-c06f-41cd-8297-dfdad22bcd6f,,,"Feeding treatment plan comment",Comment,,Misc,Text,,,,,,
a0836722-1630-470c-8104-11a1a8cf0218,,,"Feeding Followup Recommended",,,Misc,Boolean,,,,,,
e1f437a0-c2f0-42f9-89f5-5ec4bbb024a8,,,"Social Work - Patient - Followup Recommended",,,Misc,Boolean,,,,,,
3896ea55-c8c4-4b63-952c-309879538c5c,,,"Social Work - Other Client - Followup Recommended",,,Misc,Boolean,,,,,,
06e2a2b2-1aec-4e38-baa3-515cead64846,,,"Speech Therapy - 0 to 2yrs - Followup Recommended",,,Misc,Boolean,,,,,,
9abf37ba-b4aa-491b-a2ee-0bfe55c73960,,,"Speech Therapy - 2yrs and up - Followup Recommended",,,Misc,Boolean,,,,,,
77bad6d2-416c-4be6-99cd-bd3d59a5dc3f,,,"ENT Followup Recommended",,,Misc,Boolean,,,,,,
c9b1bef7-2598-4a35-b7d4-fa3dac4790b5,,,"Dental Followup Recommended",,,Misc,Boolean,,,,,,
0fa2a96f-7ae9-4a60-bc9e-fc4b1778bba6,,,"Orthodontics Followup Recommended",,,Misc,Boolean,,,,,,
0d6d6d21-a7bd-4be4-aba1-5887572d25ee,,,"Surgery Followup Recommended",,,Misc,Boolean,,,,,,
d9274917-7ecd-4c13-9114-37a7543acdd7,,,"Social Work followup date - Patient",,,Misc,Date,,,,,,
e9b24cfa-6398-4b22-a5fc-5cddabca7a52,,,"Social Work followup date - Other Client",,,Misc,Date,,,,,,
b2bd7635-17d5-425c-a7a9-6fe5a77727d7,,,"Speech Therapy followup date - 0 to 2yrs",,,Misc,Date,,,,,,
5c55f11f-e797-47bd-b978-ddb93b5cbc2e,,,"Speech Therapy followup date - 2yrs and up",,,Misc,Date,,,,,,
16805b36-1152-433d-ab37-7c8c3b6ebcfc,,,"ENT Followup date",,,Misc,Date,,,,,,
88be71c3-ea6b-4288-bd90-068a0e772bab,,,"Dental followup date",,,Misc,Date,,,,,,
2f715349-88b0-4b0a-9eea-ae053d9f09a4,,,"Orthodontics followup date",,,Misc,Date,,,,,,
c405bbe5-13ab-4f96-a58c-cc0f2301bdcf,,,"Surgery followup date",,,Misc,Date,,,,,,
d49bce5e-d325-434e-ac5f-40ca4096cd2c,,,"Social Work Treatment Status Comment - Patient",,,Misc,Text,,,,,,
c3278933-51e5-4d37-ae34-2eca3e3ce134,,,"Social Work Treatment Plan - Other Client - Comment",,,Misc,Text,,,,,,
469a461d-9f09-4a54-b46b-c88043d81911,,,"Speech Treatment Status Comment - under 2yrs",,,Misc,Text,,,,,,
830a5753-86aa-471c-ab40-514b6c8a2009,,,"Speech Treatment Status Comment - over 2yrs",,,Misc,Text,,,,,,
ea73868b-49fd-4547-97e6-007c9f7e41b5,,,"ENT Assessment Comment",,,Misc,Text,,,,,,
534f1d38-c10a-4801-baf6-b2053edadc87,,,"Dental Treatment Status Comment",,,Misc,Text,,,,,,
4b455dfb-21b3-4f1c-999b-279ed8d7e9ae,,,"Orthodontics Treatment Plan Comment",,,Misc,Text,,,,,,
3637b1ec-f34a-4325-8fd6-994b00796cd7,,,"Surgery Intervention Comment",,,Misc,Text,,,,,,
dda9dab3-fbb8-46e6-b65c-802bbf416c3c,,,"Visit Comment",,,Misc,Text,,,,,,
3454975e-9398-40d5-b11d-97127a8c26e8,,,Registration,,,Misc,N/A,,,,,,
cc507cbb-9124-4a3c-8240-9a1e2d575910,,,"Cleft Clinic Team Meeting",,,Misc,N/A,,,,,,
44d13fd3-7d8d-4b65-9560-5a80eaf5e1c4,,,"Number of previous abortions",,,Misc,Numeric,,,,,,
3e61c291-317b-40e4-8294-73910a4eff97,,a2065636-5326-40f5-aed6-0cc2cca81ccc;b497171e-0410-4d8d-bbd4-7e1a8f8b504e;3b75cc72-924b-4d36-8891-95484287495e,"Mothers marriage is of consanguineous degree?",,,Misc,Coded,,,,,,
11bb72a1-082b-4d27-b780-470443985420,,,"Pregnancy and Birth History Comment",,,Misc,Text,,,,,,
